created_at,is_open,owner_username,owner_id,id,last_message_body,owner_avatar_url,rate
2023-12-07 17:37:04.032+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,130e9d07-625f-4391-93eb-7c6f2fade5cc,123,,
2023-12-07 18:35:12.77+00,false,anonymousId_d0734f27-66f7-484a-a85c-444af53cfabe,anonymousId_d0734f27-66f7-484a-a85c-444af53cfabe,13330223-7cbe-423c-a313-7d3bf012d75f,123,,3
2023-11-24 09:22:45.902+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,148866d2-ded3-4689-82ff-0fcfeb6f7f19,123,,4
2023-11-24 15:32:37.028+00,false,anonymousId_9ebb9786-e989-482c-a258-555ae625ff00,anonymousId_9ebb9786-e989-482c-a258-555ae625ff00,14bdf19c-4212-424d-9aad-a067e487c740,300,,
2024-07-13 15:47:54.796+00,true,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,1OEHwTeY9EbnCmZa26dHT,,,
2023-12-07 13:42:57.308+00,false,anonymousId_0417a863-b15c-4f7c-8564-e28fe621dae9,anonymousId_0417a863-b15c-4f7c-8564-e28fe621dae9,1bc84a71-8da1-4925-a996-5d37e8477627,so,,5
2023-12-07 18:07:19.243+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,1dcc4ff1-2cf4-4aaa-847d-450612e9d626,123,,4
2023-11-24 08:27:06.739+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,1e00f153-8ea3-49b4-9002-a9690d081e83,Thank you,,5
2023-11-24 15:29:41.364+00,false,anonymousId_35e2a5c0-3005-4f01-bf10-98d4869131c2,anonymousId_35e2a5c0-3005-4f01-bf10-98d4869131c2,215d85a7-68f3-458a-9c9e-cbe7bf2dba48,I'm active,,
2023-11-24 08:27:44.231+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,232e94b2-33f1-486d-81d9-d30f7eb2f53b,What,,5
2023-12-07 14:46:44.244+00,false,anonymousId_31cba17f-071f-480c-b3b3-7a178497ed89,anonymousId_31cba17f-071f-480c-b3b3-7a178497ed89,2346391b-abfb-425d-8aa4-05a05900d436,so,,
2024-03-24 20:03:34.696+00,true,anonymousId_96b43918-bf9f-46de-ae21-5168c212c200,anonymousId_96b43918-bf9f-46de-ae21-5168c212c200,26e582cf-c7f6-43a1-b362-c189279f462e,man,,
2024-01-18 11:36:44.771+00,false,anonymousId_60bd26fd-0935-40b1-9815-5d09fb8850c8,anonymousId_60bd26fd-0935-40b1-9815-5d09fb8850c8,27f4e1e2-2537-4fcf-827a-d6c3758bd63d,test,,
2023-12-07 15:53:37.778+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,2b66c140-bf73-486e-96a5-a176254c24a1,oke,,
2023-12-08 09:36:06.112+00,false,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,2ba26034-df97-41a4-a00c-ca5fa0640f36,44,,
2023-11-24 09:21:31.088+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,302d46cb-e931-4f8c-92b1-faf397c8e92b,hi,,4
2023-12-08 09:32:18.192+00,false,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,3071da9e-ef86-4446-ad14-e87c8c06306c,123,,
2023-12-07 17:54:01.352+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,30e2fbfe-94cc-4373-84a4-ccf9c1aaafd6,123,,
2023-11-24 09:22:28.404+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,31233dae-ea32-48c5-9d6a-016efc5c77d5,hi4,,5
2023-11-23 16:10:00.444+00,false,anonymousId_34b0e67f-adad-42d8-a277-5d79d640aebf,anonymousId_34b0e67f-adad-42d8-a277-5d79d640aebf,32d51a82-74b8-44d3-a26f-917c6980a8d4,test 2 unread,,
2023-11-24 09:33:42.582+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,3655e425-a493-41dc-9a86-7c5953a5f203,I'm,,4
2023-11-24 09:25:01.828+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,36cd2d31-fe82-423c-ab27-5b33d3524e60,123,,4
2024-06-30 19:31:17.476+00,false,anonymousId_c72b87fe-5406-4a05-b482-64fcf156ce33,anonymousId_c72b87fe-5406-4a05-b482-64fcf156ce33,395183ca-d370-4e7f-8a68-177948356c6a,aaa,,
2023-11-24 08:28:02.604+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,3adf4dea-4767-4e37-bc3b-8107cc72312b,again?,,
2023-11-24 09:21:42.989+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,3b77d920-0157-4b49-94eb-0c32a714fb40,hi2,,2
2023-12-07 18:05:58.11+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,4181da3f-f598-4b20-8237-97a41c8b2b99,123,,
2023-12-07 17:42:45.611+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,420e1f6a-2fd4-49d0-a7b8-fc25e0b97e54,123,,
2023-12-07 17:24:19.492+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,42b625ad-dc33-4a04-8b62-9483f642f412,123,,
2024-07-13 16:07:54.159+00,true,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,4323d223-bd3e-4b44-93cd-422cbbd766a5,h,,
2023-11-24 09:19:19.484+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,434f9957-e1eb-48a0-9ef2-4ba952d16aae,123,,4
2023-11-24 09:22:14.814+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,4518bd91-1502-47cb-ae3a-a596ab5c88ff,hi3,,4
2023-12-07 18:29:56.164+00,false,anonymousId_d0734f27-66f7-484a-a85c-444af53cfabe,anonymousId_d0734f27-66f7-484a-a85c-444af53cfabe,4d54e7bd-adf8-4764-aa87-ecbc0bd251b6,123,,
2023-12-07 15:11:20.389+00,false,anonymousId_45255a99-b61a-4ff1-864e-58f75f90f568,anonymousId_45255a99-b61a-4ff1-864e-58f75f90f568,4df89596-4a77-4384-a775-7ecbef39d798,d3,,2
2024-07-13 16:12:13.155+00,true,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,4fb42fac-585d-443d-9f7b-dbcc1d26fbd4,1,,
2023-12-07 18:02:43.839+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,52834988-0861-4da6-b9a1-1278f53942ea,123,,
2023-12-04 13:06:23.635+00,false,anonymousId_3ce8c690-4fd9-4dd7-a6dd-d9e08a8d1717,anonymousId_3ce8c690-4fd9-4dd7-a6dd-d9e08a8d1717,536e7268-9269-45af-9b02-7148d2c5ff53,ano,,
2023-12-08 09:33:32.589+00,false,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,538d4887-5459-43e5-9902-fbb45673d3b4,1244,,
2024-07-13 16:07:04.314+00,true,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,55362694-9a36-4548-8431-106bd09fc612,This is first msg,,
2024-07-13 14:10:28.449+00,true,anonymousId_514c9b4b-ff4d-4aba-a7b9-20215360a29d,anonymousId_514c9b4b-ff4d-4aba-a7b9-20215360a29d,570d37a7-f5b4-4601-afc5-bc7414150a1f,You,,
2024-03-07 10:00:34.448+00,true,anonymousId_37b848f2-7a9c-48cf-88d1-9f5811b06221,anonymousId_37b848f2-7a9c-48cf-88d1-9f5811b06221,5a4f623a-6859-4a21-b509-2b62b4821c57,yes,,
2023-11-24 08:31:01.442+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,5ba22676-af08-4e82-8206-e2ffe779f8af,New message,,5
2023-12-07 15:40:59.341+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,5bf59cf7-0b48-4109-ad1c-5985c304a1ca,now,,3
2024-03-07 07:20:18.305+00,false,anonymousId_3161077a-98e6-4267-92e0-4aa95ef89c8c,anonymousId_3161077a-98e6-4267-92e0-4aa95ef89c8c,5feec32e-e026-4f86-a30c-bde4fde46f9a,so,,
2023-12-07 17:21:08.469+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,607437de-6c95-4ef5-824b-4784e74194df,d,,
2023-11-24 08:32:14.324+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,653afd3a-8597-49d0-bef4-903dabb1f374,123,,4
2024-03-24 19:10:44.653+00,true,anonymousId_44c96b1a-e1b8-4297-b2bc-b155f35ca597,anonymousId_44c96b1a-e1b8-4297-b2bc-b155f35ca597,66439829-5ecb-43dd-ada3-f3ee8571360c,d,,
2024-03-06 10:04:08.342+00,false,anonymousId_cd1654f5-cd12-4fcd-8a4e-9c59b7762a74,anonymousId_cd1654f5-cd12-4fcd-8a4e-9c59b7762a74,667955b5-36e7-4314-a268-90a164e9c9bf,hey,,
2024-07-13 16:10:53.676+00,true,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,670bf867-f4c6-457b-b97d-d81c92f47c62,1,,
2023-11-24 09:14:35.126+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,6ad046da-ce68-4dfa-8cc8-ae314d1715a1,12,,
2024-03-24 19:56:17.086+00,false,anonymousId_96b43918-bf9f-46de-ae21-5168c212c200,anonymousId_96b43918-bf9f-46de-ae21-5168c212c200,6c9120ed-a0bf-4ddc-86eb-bd77a2c02f5b,hey,,
2024-02-15 18:48:36.959+00,false,anonymousId_7cc5e475-39a7-4ec9-8436-cbeeb111aeff,anonymousId_7cc5e475-39a7-4ec9-8436-cbeeb111aeff,6dc2a5ce-9ca9-4f25-a021-23aecb56975c,message from user to support on prod,,
2023-12-07 16:14:39.597+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,6dc62378-702b-4e94-9e68-cb76e16ebdb5,"Now I want to fix bug and do what I wrote in comment tickets/close ",,
2023-12-07 18:35:28.118+00,false,anonymousId_d0734f27-66f7-484a-a85c-444af53cfabe,anonymousId_d0734f27-66f7-484a-a85c-444af53cfabe,6fec24bd-d63e-469f-a5f7-a52e672f6a8f,4,,
2024-02-16 07:40:01.286+00,false,anonymousId_605a659e-572e-41b1-9f10-549a8ab8cb62,anonymousId_605a659e-572e-41b1-9f10-549a8ab8cb62,700d9c55-eb21-4804-9586-035dac96dd33,I answer in development,,
2024-03-06 19:31:43.851+00,false,anonymousId_64d259d0-e7e8-437b-b800-6024b848998a,anonymousId_64d259d0-e7e8-437b-b800-6024b848998a,71161430-6ee2-4577-8c03-7522b86dbe16,pusher subscribe,,
2023-12-07 18:37:46.142+00,false,anonymousId_19d09ffc-6067-4650-88bb-0880d0780cc8,anonymousId_19d09ffc-6067-4650-88bb-0880d0780cc8,74336304-5f21-4fbd-816c-082244ada8a4,3000,,
2023-11-24 09:24:11.707+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,750f81d5-ed75-4157-978c-5b0d6479dba6,new message,,
2023-12-07 15:37:25.715+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,76cdc5a0-b778-45a7-9e02-34cf7fb64e25,now do it,,1
2023-12-07 18:27:16.949+00,false,anonymousId_d0734f27-66f7-484a-a85c-444af53cfabe,anonymousId_d0734f27-66f7-484a-a85c-444af53cfabe,776c9982-3313-448e-aeed-5226201f8a31,3000,,
2023-11-24 09:23:52.407+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,79ad85d9-06fd-4dd3-b035-2a968bb2753b,1234,,4
2023-11-23 15:58:55.619+00,false,anonymousId_4bee4fca-c555-4c4d-bf09-7850978ca177,anonymousId_4bee4fca-c555-4c4d-bf09-7850978ca177,7a4b6216-276e-47cb-bef0-b21eb6219277,3,,
2024-07-13 14:11:11.405+00,true,Nikita,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,7b80fb73-7e4a-4e70-9db6-8fbad0de4289,want,https://lh3.googleusercontent.com/a/ACg8ocKXaYbGYR3DTmrm8CYnm-U4WBWq41FsG31DTTDFvz12oZiqaZzM=s96-c,
2024-03-24 19:05:52.273+00,true,anonymousId_44c96b1a-e1b8-4297-b2bc-b155f35ca597,anonymousId_44c96b1a-e1b8-4297-b2bc-b155f35ca597,7df4fb73-5c7d-4a72-8e85-619dc6d60bbe,ds,,
2023-11-25 14:16:27.977+00,false,icpceduu,93d35b78-b199-45f3-8f12-04aeb585c5ce,7e8f8302-4094-4178-a0f6-ea57b342d2f1,Antwort,,
2024-07-13 18:00:29.469+00,true,anonymousId_2217b434-db9f-4398-ae49-500f9a9edf9e,anonymousId_2217b434-db9f-4398-ae49-500f9a9edf9e,7f3cb405-3e19-4f8d-a904-483ea03052ab,I jsut want to text this chat,,
2023-11-24 13:35:38.167+00,false,anonymousId_818254f8-c5dd-4976-88c0-5d9ccce20adc,anonymousId_818254f8-c5dd-4976-88c0-5d9ccce20adc,8292df73-c0ef-4963-8681-79e597931973,ку,,5
2024-07-13 15:58:26.357+00,true,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,8402cd75-8620-4abc-9056-6d66f5e70e05,I,,
2023-12-07 18:06:46.259+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,84c00a3b-2be9-4b51-9cbe-564ec3524eb1,123,,
2023-11-24 08:26:42.64+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,8594a9af-2d6e-4258-bb80-4a8876fa3905,Sure go ahead click on top right corner,,4
2024-03-06 19:29:28.805+00,false,anonymousId_473bca0b-9faa-49ac-ba32-387adce27ee3,anonymousId_473bca0b-9faa-49ac-ba32-387adce27ee3,874fed36-ecf7-4240-95d9-77ad46b29c0b,so,,
2023-12-07 17:28:14.633+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,88a83e2d-0fc0-4d05-90e0-1db7588afdc8,msg2,,
2023-12-07 18:28:41.741+00,false,anonymousId_d0734f27-66f7-484a-a85c-444af53cfabe,anonymousId_d0734f27-66f7-484a-a85c-444af53cfabe,88b21665-bb92-473f-bdb5-d98900f467f2,32,,
2023-12-07 11:52:25.846+00,false,anonymousId_e1e4ce6f-2720-44b8-8c42-5f1894851af4,anonymousId_e1e4ce6f-2720-44b8-8c42-5f1894851af4,8d2b4c87-097f-4e15-a72e-b160ee4b2b65,123,,
2024-03-24 19:17:14.623+00,true,anonymousId_96b43918-bf9f-46de-ae21-5168c212c200,anonymousId_96b43918-bf9f-46de-ae21-5168c212c200,8ef47a64-bc1d-4555-bfc9-29e398cbe706,man,,
2024-01-16 19:32:32.953+00,false,anonymousId_cffe4f8d-e5f6-4ab8-9d2d-c41ce1288bcf,anonymousId_cffe4f8d-e5f6-4ab8-9d2d-c41ce1288bcf,8f54b1ad-644c-4ef5-b712-e3f095a146b2,Feel free to open new one,,
2023-11-24 08:52:29.507+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,90a4f149-6ff7-48c1-8c5c-7bf28676aa59,oke,,4
2024-07-13 18:53:08.338+00,true,Nikita,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,95914ce6-923f-4e44-8932-7714113a445b,3,https://lh3.googleusercontent.com/a/ACg8ocKXaYbGYR3DTmrm8CYnm-U4WBWq41FsG31DTTDFvz12oZiqaZzM=s96-c,
2023-11-24 13:34:25.216+00,false,anonymousId_723d253d-fe43-4c20-b857-f886a96af380,anonymousId_723d253d-fe43-4c20-b857-f886a96af380,970fbb2b-d819-4590-a13e-bb74e3b01deb,4,,
2024-07-03 23:01:55.02+00,false,anonymousId_76760ffb-69a8-4bc7-919a-b18cbba2382b,anonymousId_76760ffb-69a8-4bc7-919a-b18cbba2382b,9811a229-5a8d-4035-874b-81badaf5a2a4,how are you?,,5
2024-07-13 16:07:55.454+00,true,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,987af3b8-0ff6-49e5-b8bc-052ea02f777e,2,,
2024-07-13 16:28:45.111+00,true,anonymousId_1c49c9ef-5250-4b8c-88cb-ec75ff7b86a3,anonymousId_1c49c9ef-5250-4b8c-88cb-ec75ff7b86a3,9a36d0f9-50a2-4841-8fd1-10eb2d8122b4,1,,
2023-11-24 13:35:48.847+00,false,anonymousId_818254f8-c5dd-4976-88c0-5d9ccce20adc,anonymousId_818254f8-c5dd-4976-88c0-5d9ccce20adc,9a78bb24-5746-4230-8525-0bf1676a0190,reeee,,
2023-12-07 18:36:07.634+00,false,anonymousId_19d09ffc-6067-4650-88bb-0880d0780cc8,anonymousId_19d09ffc-6067-4650-88bb-0880d0780cc8,9bb37f86-5219-4421-8b34-b9a54598e3ec,123,,3
2023-12-07 13:41:43.159+00,false,anonymousId_0951afaf-22b9-4ec5-9630-c3ccec7e02b7,anonymousId_0951afaf-22b9-4ec5-9630-c3ccec7e02b7,9e1ff1c6-5f11-4788-a5c3-8e2b3fb202fe,msg,,
2023-11-24 08:31:10.87+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,9e5c9754-6ef3-4899-9d2d-170667717513,unread,,4
2024-03-24 19:55:09.158+00,true,anonymousId_96b43918-bf9f-46de-ae21-5168c212c200,anonymousId_96b43918-bf9f-46de-ae21-5168c212c200,9f3c36a4-7062-4b42-81f5-86bdf38defe2,man,,
2024-03-07 08:38:42.134+00,false,anonymousId_8a71161d-49e3-47a9-9912-a7fbd74f1ae7,anonymousId_8a71161d-49e3-47a9-9912-a7fbd74f1ae7,9f6edacb-a8da-40f7-9d8b-3bcdaa01edd9,hi,,
2023-12-07 15:41:57.614+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,a032f0f6-be9f-4141-b314-e69e1d630b4f,ban?,,
2023-12-08 09:37:14.783+00,false,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,a661b81b-1ba5-49d1-8410-3b4972972c09,4,,4
2024-03-24 19:14:07.901+00,true,anonymousId_7d377a87-64c1-45a8-8d5f-e8254424621f,anonymousId_7d377a87-64c1-45a8-8d5f-e8254424621f,abe8cd15-eb25-4c76-92d6-f31635eb3d22,dsfds,,
2024-07-13 18:00:53.088+00,true,anonymousId_2217b434-db9f-4398-ae49-500f9a9edf9e,anonymousId_2217b434-db9f-4398-ae49-500f9a9edf9e,afd6aa86-231d-4a9d-904c-0f2620b5259d,1,,
2024-07-13 18:03:24.93+00,true,anonymousId_2217b434-db9f-4398-ae49-500f9a9edf9e,anonymousId_2217b434-db9f-4398-ae49-500f9a9edf9e,anonymousId_2217b434-db9f-4398-ae49-500f9a9edf9e,5,,
2025-01-16 11:03:55.275+00,true,anonymousId_848de359-f6c7-49d7-bff8-b8306ec036a8,anonymousId_848de359-f6c7-49d7-bff8-b8306ec036a8,anonymousId_848de359-f6c7-49d7-bff8-b8306ec036a8,BS,,
2024-07-13 18:15:14.491+00,true,anonymousId_a1290820-fdec-4cca-aa4e-f4c604d62593,anonymousId_a1290820-fdec-4cca-aa4e-f4c604d62593,anonymousId_a1290820-fdec-4cca-aa4e-f4c604d62593,And this is my new message,,
2025-02-06 08:21:00.593+00,false,anonymousId_a7d2cd91-4b6b-4779-8e2f-5ad44ac9d67c,anonymousId_a7d2cd91-4b6b-4779-8e2f-5ad44ac9d67c,anonymousId_a7d2cd91-4b6b-4779-8e2f-5ad44ac9d67c,hi,,
2025-02-05 22:15:02.455+00,false,anonymousId_ece6cb36-9443-4933-82d7-481398825c24,anonymousId_ece6cb36-9443-4933-82d7-481398825c24,anonymousId_ece6cb36-9443-4933-82d7-481398825c24,test,,5
2023-12-08 09:35:23.25+00,false,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,b456278d-9f7c-45f1-8f8b-13006943a379,8800,,
2023-12-07 15:26:34.303+00,false,anonymousId_45255a99-b61a-4ff1-864e-58f75f90f568,anonymousId_45255a99-b61a-4ff1-864e-58f75f90f568,b4c2a1bd-40a7-4b0e-9229-93413bcf3d07,ban,,3
2024-07-13 14:14:52.635+00,true,Nikita,cf6f18cf-de80-4468-b767-f9f0fcd02e7b,b69dbb34-0c62-4cda-b68a-da342579db12,hey,https://lh3.googleusercontent.com/a/ACg8ocKXaYbGYR3DTmrm8CYnm-U4WBWq41FsG31DTTDFvz12oZiqaZzM=s96-c,
2024-03-24 19:02:14.308+00,true,anonymousId_44c96b1a-e1b8-4297-b2bc-b155f35ca597,anonymousId_44c96b1a-e1b8-4297-b2bc-b155f35ca597,b73ec210-2c56-4de2-9937-85106790287a,man,,
2023-12-07 15:37:51.766+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,ba40a7da-3dbd-4e93-ab9e-b082cc9817ba,one more,,3
2023-11-24 08:30:53.111+00,false,anonymousId_35986166-535e-4349-8e78-2c91ed080723,anonymousId_35986166-535e-4349-8e78-2c91ed080723,ba66bcd8-2470-4ffd-9729-61fd2246e3bf,what,,4
2023-12-07 15:54:03.592+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,bcd73a64-03c6-432c-a26c-997fcadd8b0b,ban,,
2023-12-07 15:33:56.398+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,c1036ba9-6d6d-49e4-b192-ddd482dd2a44,ban!,,
2023-12-07 17:35:25.288+00,false,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,anonymousId_a7bfbd7a-4ea7-4d9c-9388-8310bb4a1940,c4b35c43-1808-4358-82b5-1217297fe480,123,,
2023-12-08 09:30:40.737+00,false,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,anonymousId_5d26f0fd-a3bc-4daa-b595-2b1022b8a182,cc3b69a3-e5be-4b2d-8b00-c1afe6374e76,123,,
2023-12-07 13:59:38.065+00,false,anonymousId_0417a863-b15c-4f7c-8564-e28fe621dae9,anonymousId_0417a863-b15c-4f7c-8564-e28fe621dae9,cde8e3c0-68b1-421a-a2cd-d2ba885bd1f9,fur mich das automatisch geselen,,
2023-12-07 15:31:57.695+00,false,anonymousId_7cf8d616-87bb-4578-8b95-eecbc708c1a7,anonymousId_7cf8d616-87bb-4578-8b95-eecbc708c1a7,ce3108c5-043c-4e3d-9fd5-dd8d4960200e,a,,
